# 1 583 1 1
  7.5004e+14  3.29855e+25  1.43187e+05
  7.5011e+14  3.67669e+21  1.60000e+01
  7.5019e+14  1.07997e+22  4.70000e+01
  7.5026e+14  1.88417e+22  8.20000e+01
  7.5034e+14  2.89509e+22  1.26000e+02
  7.5041e+14  4.61812e+22  2.01000e+02
  7.5049e+14  6.57094e+22  2.86000e+02
  7.5056e+14  8.75326e+22  3.81000e+02
  7.5064e+14  1.13491e+23  4.94000e+02
  7.5071e+14  1.34622e+23  5.86000e+02
  7.5079e+14  1.59886e+23  6.96000e+02
  7.5086e+14  2.05598e+23  8.95000e+02
  7.5094e+14  2.31084e+23  1.00600e+03
  7.5101e+14  2.66914e+23  1.16200e+03
  7.5109e+14  3.02962e+23  1.31900e+03
  7.5116e+14  3.69563e+23  1.60900e+03
  7.5124e+14  4.08141e+23  1.77700e+03
  7.5131e+14  4.52215e+23  1.96900e+03
  7.5139e+14  4.86189e+23  2.11700e+03
  7.5146e+14  5.74135e+23  2.50000e+03
  7.5154e+14  6.25091e+23  2.72200e+03
  7.5161e+14  7.16245e+23  3.11900e+03
  7.5169e+14  7.56644e+23  3.29500e+03
  7.5176e+14  8.08714e+23  3.52200e+03
  7.5184e+14  9.13641e+23  3.97900e+03
  7.5191e+14  9.56784e+23  4.16700e+03
  7.5199e+14  1.05662e+24  4.60200e+03
  7.5207e+14  1.14978e+24  5.00800e+03
  7.5214e+14  1.22160e+24  5.32100e+03
  7.5222e+14  1.31846e+24  5.74300e+03
  7.5229e+14  1.40128e+24  6.10400e+03
  7.5237e+14  1.50707e+24  6.56500e+03
  7.5244e+14  1.59564e+24  6.95100e+03
  7.5252e+14  1.67265e+24  7.28700e+03
  7.5259e+14  1.66931e+24  7.27300e+03
  7.5267e+14  1.64414e+24  7.16400e+03
  7.5274e+14  1.68939e+24  7.36200e+03
  7.5282e+14  1.69061e+24  7.36800e+03
  7.5289e+14  1.71110e+24  7.45800e+03
  7.5297e+14  1.66662e+24  7.26500e+03
  7.5304e+14  1.71142e+24  7.46100e+03
  7.5312e+14  1.66561e+24  7.26200e+03
  7.5319e+14  1.68930e+24  7.36600e+03
  7.5327e+14  1.67194e+24  7.29100e+03
  7.5334e+14  1.68205e+24  7.33600e+03
  7.5342e+14  1.65622e+24  7.22400e+03
  7.5350e+14  1.69895e+24  7.41100e+03
  7.5357e+14  1.66414e+24  7.26000e+03
  7.5365e+14  1.67660e+24  7.31500e+03
  7.5372e+14  1.66154e+24  7.25000e+03
