# t = 8.6400e+04 ; rmin = 8.6400e+12
#  r            rho             v               T_gas           T_rad           n_elec          L_dep_nuc       L_emit_nuc     
1.14048000e+13  9.97934600e-19  1.32000000e+08  3.00000000e+03  3.58746683e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.15776000e+13  9.97934600e-19  1.34000000e+08  3.00000000e+03  3.54255157e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.17504000e+13  9.97934600e-19  1.36000000e+08  3.00000000e+03  3.49941100e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.19232000e+13  9.97934600e-19  1.38000000e+08  3.00000000e+03  3.45808221e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.20960000e+13  9.97934600e-19  1.40000000e+08  3.00000000e+03  3.41818771e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.22688000e+13  9.97934600e-19  1.42000000e+08  3.00000000e+03  3.37968195e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.24416000e+13  9.97934600e-19  1.44000000e+08  3.00000000e+03  3.34257193e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.26144000e+13  9.97934600e-19  1.46000000e+08  3.00000000e+03  3.30674186e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.27872000e+13  9.97934600e-19  1.48000000e+08  3.00000000e+03  3.27207583e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.29600000e+13  9.97934600e-19  1.50000000e+08  3.00000000e+03  3.23854478e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.31328000e+13  9.97934600e-19  1.52000000e+08  3.00000000e+03  3.20604858e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.33056000e+13  9.97934600e-19  1.54000000e+08  3.00000000e+03  3.17453682e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.34784000e+13  9.97934600e-19  1.56000000e+08  3.00000000e+03  3.14394256e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.36512000e+13  9.97934600e-19  1.58000000e+08  3.00000000e+03  3.11429057e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.38240000e+13  9.97934600e-19  1.60000000e+08  3.00000000e+03  3.08554145e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.39968000e+13  9.97934600e-19  1.62000000e+08  3.00000000e+03  3.05762739e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.41696000e+13  9.97934600e-19  1.64000000e+08  3.00000000e+03  3.03049236e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.43424000e+13  9.97934600e-19  1.66000000e+08  3.00000000e+03  3.00414131e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.45152000e+13  9.97934600e-19  1.68000000e+08  3.00000000e+03  2.97842062e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.46880000e+13  9.97934600e-19  1.70000000e+08  3.00000000e+03  2.95342022e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.48608000e+13  9.97934600e-19  1.72000000e+08  3.00000000e+03  2.92899569e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.50336000e+13  9.97934600e-19  1.74000000e+08  3.00000000e+03  2.90515023e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.52064000e+13  9.97934600e-19  1.76000000e+08  3.00000000e+03  2.88197941e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.53792000e+13  9.97934600e-19  1.78000000e+08  3.00000000e+03  2.85934992e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.55520000e+13  9.97934600e-19  1.80000000e+08  3.00000000e+03  2.83732034e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.57248000e+13  9.97934600e-19  1.82000000e+08  3.00000000e+03  2.81577982e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.58976000e+13  9.97934600e-19  1.84000000e+08  3.00000000e+03  2.79473643e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.60704000e+13  9.97934600e-19  1.86000000e+08  3.00000000e+03  2.77418250e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.62432000e+13  9.97934600e-19  1.88000000e+08  3.00000000e+03  2.75410424e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.64160000e+13  9.97934600e-19  1.90000000e+08  3.00000000e+03  2.73448369e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.65888000e+13  9.97934600e-19  1.92000000e+08  3.00000000e+03  2.71527741e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.67616000e+13  9.97934600e-19  1.94000000e+08  3.00000000e+03  2.69650651e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.69344000e+13  9.97934600e-19  1.96000000e+08  3.00000000e+03  2.67814428e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.71072000e+13  9.97934600e-19  1.98000000e+08  3.00000000e+03  2.66017777e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.72800000e+13  9.97934600e-19  2.00000000e+08  3.00000000e+03  2.64259578e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.74528000e+13  9.97934600e-19  2.02000000e+08  3.00000000e+03  2.62533919e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.76256000e+13  9.97934600e-19  2.04000000e+08  3.00000000e+03  2.60840479e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.77984000e+13  9.97934600e-19  2.06000000e+08  3.00000000e+03  2.59183948e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.79712000e+13  9.97934600e-19  2.08000000e+08  3.00000000e+03  2.57561204e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.81440000e+13  9.97934600e-19  2.10000000e+08  3.00000000e+03  2.55969160e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.83168000e+13  9.97934600e-19  2.12000000e+08  3.00000000e+03  2.54405988e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.84896000e+13  9.97934600e-19  2.14000000e+08  3.00000000e+03  2.52873992e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.86624000e+13  9.97934600e-19  2.16000000e+08  3.00000000e+03  2.51365486e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.88352000e+13  9.97934600e-19  2.18000000e+08  3.00000000e+03  2.49883705e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.90080000e+13  9.97934600e-19  2.20000000e+08  3.00000000e+03  2.48432286e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.91808000e+13  9.97934600e-19  2.22000000e+08  3.00000000e+03  2.47006558e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.93536000e+13  9.97934600e-19  2.24000000e+08  3.00000000e+03  2.45604099e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.95264000e+13  9.97934600e-19  2.26000000e+08  3.00000000e+03  2.44226318e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.96992000e+13  9.97934600e-19  2.28000000e+08  3.00000000e+03  2.42868351e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.98720000e+13  9.97934600e-19  2.30000000e+08  3.00000000e+03  2.41529537e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.00448000e+13  9.97934600e-19  2.32000000e+08  3.00000000e+03  2.40216761e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.02176000e+13  9.97934600e-19  2.34000000e+08  3.00000000e+03  2.38923990e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.03904000e+13  9.97934600e-19  2.36000000e+08  3.00000000e+03  2.37651210e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.05632000e+13  9.97934600e-19  2.38000000e+08  3.00000000e+03  2.36401480e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.07360000e+13  9.97934600e-19  2.40000000e+08  3.00000000e+03  2.35167190e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.09088000e+13  9.97934600e-19  2.42000000e+08  3.00000000e+03  2.33948927e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.10816000e+13  9.97934600e-19  2.44000000e+08  3.00000000e+03  2.32752065e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.12544000e+13  9.97934600e-19  2.46000000e+08  3.00000000e+03  2.31571488e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.14272000e+13  9.97934600e-19  2.48000000e+08  3.00000000e+03  2.30403894e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.16000000e+13  9.97934600e-19  2.50000000e+08  3.00000000e+03  2.29252066e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.17728000e+13  9.97934600e-19  2.52000000e+08  3.00000000e+03  2.28119725e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.19456000e+13  9.97934600e-19  2.54000000e+08  3.00000000e+03  2.27000592e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.21184000e+13  9.97934600e-19  2.56000000e+08  3.00000000e+03  2.25899321e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.22912000e+13  9.97934600e-19  2.58000000e+08  3.00000000e+03  2.24811592e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.24640000e+13  9.97934600e-19  2.60000000e+08  3.00000000e+03  2.23738046e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.26368000e+13  9.97934600e-19  2.62000000e+08  3.00000000e+03  2.22678634e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.28096000e+13  9.97934600e-19  2.64000000e+08  3.00000000e+03  2.21633341e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.29824000e+13  9.97934600e-19  2.66000000e+08  3.00000000e+03  2.20598878e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.31552000e+13  9.97934600e-19  2.68000000e+08  3.00000000e+03  2.19577795e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.33280000e+13  9.97934600e-19  2.70000000e+08  3.00000000e+03  2.18570330e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.35008000e+13  9.97934600e-19  2.72000000e+08  3.00000000e+03  2.17574572e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.36736000e+13  9.97934600e-19  2.74000000e+08  3.00000000e+03  2.16592417e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.38464000e+13  9.97934600e-19  2.76000000e+08  3.00000000e+03  2.15623000e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.40192000e+13  9.97934600e-19  2.78000000e+08  3.00000000e+03  2.14659510e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.41920000e+13  9.97934600e-19  2.80000000e+08  3.00000000e+03  2.13708229e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.43648000e+13  9.97934600e-19  2.82000000e+08  3.00000000e+03  2.12769172e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.45376000e+13  9.97934600e-19  2.84000000e+08  3.00000000e+03  2.11841022e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.47104000e+13  9.97934600e-19  2.86000000e+08  3.00000000e+03  2.10923603e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.48832000e+13  9.97934600e-19  2.88000000e+08  3.00000000e+03  2.10016715e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.50560000e+13  9.97934600e-19  2.90000000e+08  3.00000000e+03  2.09121131e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.52288000e+13  9.97934600e-19  2.92000000e+08  3.00000000e+03  2.08232228e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.54016000e+13  9.97934600e-19  2.94000000e+08  3.00000000e+03  2.07352515e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.55744000e+13  9.97934600e-19  2.96000000e+08  3.00000000e+03  2.06483167e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.57472000e+13  9.97934600e-19  2.98000000e+08  3.00000000e+03  2.05622216e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.59200000e+13  9.97934600e-19  3.00000000e+08  3.00000000e+03  2.04769506e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
