# t = 8.6400e+04 ; rmin = 8.6400e+12
#  r            rho             v               T_gas           T_rad           n_elec          L_dep_nuc       L_emit_nuc     
1.14048000e+13  9.97934600e-19  1.32000000e+08  3.00000000e+03  3.64529405e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.15776000e+13  9.97934600e-19  1.34000000e+08  3.00000000e+03  3.60059415e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.17504000e+13  9.97934600e-19  1.36000000e+08  3.00000000e+03  3.55761775e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.19232000e+13  9.97934600e-19  1.38000000e+08  3.00000000e+03  3.51628721e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.20960000e+13  9.97934600e-19  1.40000000e+08  3.00000000e+03  3.47641171e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.22688000e+13  9.97934600e-19  1.42000000e+08  3.00000000e+03  3.43790344e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.24416000e+13  9.97934600e-19  1.44000000e+08  3.00000000e+03  3.40067364e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.26144000e+13  9.97934600e-19  1.46000000e+08  3.00000000e+03  3.36469952e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.27872000e+13  9.97934600e-19  1.48000000e+08  3.00000000e+03  3.32988323e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.29600000e+13  9.97934600e-19  1.50000000e+08  3.00000000e+03  3.29613221e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.31328000e+13  9.97934600e-19  1.52000000e+08  3.00000000e+03  3.26339734e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.33056000e+13  9.97934600e-19  1.54000000e+08  3.00000000e+03  3.23167310e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.34784000e+13  9.97934600e-19  1.56000000e+08  3.00000000e+03  3.20086634e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.36512000e+13  9.97934600e-19  1.58000000e+08  3.00000000e+03  3.17092659e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.38240000e+13  9.97934600e-19  1.60000000e+08  3.00000000e+03  3.14181948e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.39968000e+13  9.97934600e-19  1.62000000e+08  3.00000000e+03  3.11345398e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.41696000e+13  9.97934600e-19  1.64000000e+08  3.00000000e+03  3.08582425e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.43424000e+13  9.97934600e-19  1.66000000e+08  3.00000000e+03  3.05895540e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.45152000e+13  9.97934600e-19  1.68000000e+08  3.00000000e+03  3.03285103e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.46880000e+13  9.97934600e-19  1.70000000e+08  3.00000000e+03  3.00732980e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.48608000e+13  9.97934600e-19  1.72000000e+08  3.00000000e+03  2.98250736e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.50336000e+13  9.97934600e-19  1.74000000e+08  3.00000000e+03  2.95821473e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.52064000e+13  9.97934600e-19  1.76000000e+08  3.00000000e+03  2.93445849e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.53792000e+13  9.97934600e-19  1.78000000e+08  3.00000000e+03  2.91136153e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.55520000e+13  9.97934600e-19  1.80000000e+08  3.00000000e+03  2.88879727e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.57248000e+13  9.97934600e-19  1.82000000e+08  3.00000000e+03  2.86676405e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.58976000e+13  9.97934600e-19  1.84000000e+08  3.00000000e+03  2.84523297e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.60704000e+13  9.97934600e-19  1.86000000e+08  3.00000000e+03  2.82420512e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.62432000e+13  9.97934600e-19  1.88000000e+08  3.00000000e+03  2.80359735e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.64160000e+13  9.97934600e-19  1.90000000e+08  3.00000000e+03  2.78340494e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.65888000e+13  9.97934600e-19  1.92000000e+08  3.00000000e+03  2.76362011e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.67616000e+13  9.97934600e-19  1.94000000e+08  3.00000000e+03  2.74429292e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.69344000e+13  9.97934600e-19  1.96000000e+08  3.00000000e+03  2.72535424e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.71072000e+13  9.97934600e-19  1.98000000e+08  3.00000000e+03  2.70680424e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.72800000e+13  9.97934600e-19  2.00000000e+08  3.00000000e+03  2.68864235e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.74528000e+13  9.97934600e-19  2.02000000e+08  3.00000000e+03  2.67086868e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.76256000e+13  9.97934600e-19  2.04000000e+08  3.00000000e+03  2.65340586e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.77984000e+13  9.97934600e-19  2.06000000e+08  3.00000000e+03  2.63631164e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.79712000e+13  9.97934600e-19  2.08000000e+08  3.00000000e+03  2.61954895e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.81440000e+13  9.97934600e-19  2.10000000e+08  3.00000000e+03  2.60304361e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.83168000e+13  9.97934600e-19  2.12000000e+08  3.00000000e+03  2.58685988e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.84896000e+13  9.97934600e-19  2.14000000e+08  3.00000000e+03  2.57096938e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.86624000e+13  9.97934600e-19  2.16000000e+08  3.00000000e+03  2.55534200e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.88352000e+13  9.97934600e-19  2.18000000e+08  3.00000000e+03  2.53997600e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.90080000e+13  9.97934600e-19  2.20000000e+08  3.00000000e+03  2.52489911e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.91808000e+13  9.97934600e-19  2.22000000e+08  3.00000000e+03  2.51011689e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.93536000e+13  9.97934600e-19  2.24000000e+08  3.00000000e+03  2.49561285e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.95264000e+13  9.97934600e-19  2.26000000e+08  3.00000000e+03  2.48139352e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.96992000e+13  9.97934600e-19  2.28000000e+08  3.00000000e+03  2.46736454e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.98720000e+13  9.97934600e-19  2.30000000e+08  3.00000000e+03  2.45353613e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.00448000e+13  9.97934600e-19  2.32000000e+08  3.00000000e+03  2.43993156e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.02176000e+13  9.97934600e-19  2.34000000e+08  3.00000000e+03  2.42653194e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.03904000e+13  9.97934600e-19  2.36000000e+08  3.00000000e+03  2.41336458e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.05632000e+13  9.97934600e-19  2.38000000e+08  3.00000000e+03  2.40037592e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.07360000e+13  9.97934600e-19  2.40000000e+08  3.00000000e+03  2.38760666e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.09088000e+13  9.97934600e-19  2.42000000e+08  3.00000000e+03  2.37505183e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.10816000e+13  9.97934600e-19  2.44000000e+08  3.00000000e+03  2.36271419e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.12544000e+13  9.97934600e-19  2.46000000e+08  3.00000000e+03  2.35052103e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.14272000e+13  9.97934600e-19  2.48000000e+08  3.00000000e+03  2.33847788e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.16000000e+13  9.97934600e-19  2.50000000e+08  3.00000000e+03  2.32664159e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.17728000e+13  9.97934600e-19  2.52000000e+08  3.00000000e+03  2.31496339e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.19456000e+13  9.97934600e-19  2.54000000e+08  3.00000000e+03  2.30344952e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.21184000e+13  9.97934600e-19  2.56000000e+08  3.00000000e+03  2.29205438e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.22912000e+13  9.97934600e-19  2.58000000e+08  3.00000000e+03  2.28084710e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.24640000e+13  9.97934600e-19  2.60000000e+08  3.00000000e+03  2.26977761e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.26368000e+13  9.97934600e-19  2.62000000e+08  3.00000000e+03  2.25887272e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.28096000e+13  9.97934600e-19  2.64000000e+08  3.00000000e+03  2.24808744e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.29824000e+13  9.97934600e-19  2.66000000e+08  3.00000000e+03  2.23745296e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.31552000e+13  9.97934600e-19  2.68000000e+08  3.00000000e+03  2.22696966e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.33280000e+13  9.97934600e-19  2.70000000e+08  3.00000000e+03  2.21660004e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.35008000e+13  9.97934600e-19  2.72000000e+08  3.00000000e+03  2.20636866e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.36736000e+13  9.97934600e-19  2.74000000e+08  3.00000000e+03  2.19626717e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.38464000e+13  9.97934600e-19  2.76000000e+08  3.00000000e+03  2.18631025e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.40192000e+13  9.97934600e-19  2.78000000e+08  3.00000000e+03  2.17646250e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.41920000e+13  9.97934600e-19  2.80000000e+08  3.00000000e+03  2.16671402e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.43648000e+13  9.97934600e-19  2.82000000e+08  3.00000000e+03  2.15707815e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.45376000e+13  9.97934600e-19  2.84000000e+08  3.00000000e+03  2.14757767e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.47104000e+13  9.97934600e-19  2.86000000e+08  3.00000000e+03  2.13818973e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.48832000e+13  9.97934600e-19  2.88000000e+08  3.00000000e+03  2.12890263e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.50560000e+13  9.97934600e-19  2.90000000e+08  3.00000000e+03  2.11973003e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.52288000e+13  9.97934600e-19  2.92000000e+08  3.00000000e+03  2.11069008e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.54016000e+13  9.97934600e-19  2.94000000e+08  3.00000000e+03  2.10174202e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.55744000e+13  9.97934600e-19  2.96000000e+08  3.00000000e+03  2.09287333e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.57472000e+13  9.97934600e-19  2.98000000e+08  3.00000000e+03  2.08411733e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.59200000e+13  9.97934600e-19  3.00000000e+08  3.00000000e+03  2.07543988e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
