# Ye-0.29a composition profile, full element list, mass fractions.
# Source: Gillanders, Smartt, Sim, Bauswein & Goriely 2022, MNRAS 515, 631, Table 2 (complete version);
# dataset 'Dataset for Modelling the spectra of the kilonova AT2017gfo - I: The photospheric epochs',
# Queen's University Belfast, DOI 10.17034/404fbfbe-5f47-42ff-a7d0-12e7c447ebff,
# file additional_paper_resources/composition_profiles_complete.ascii
# (sha256 9f06304bd86b8c2756793e5eabaa0ba0f9585aa2f1520f54b74b4e977f819bd1), retrieved 2026-09-10. Columns: Z, symbol, mass fraction. Z = 0 is free neutrons.
0,Neut,2.2037901922133836e-23
1,H,4.5154472141278154e-08
2,He,0.0184776814435558
3,Li,1.1758416331438071e-13
4,Be,1.3963034075315966e-09
5,B,5.190458914143375e-11
6,C,4.018189043115589e-09
7,N,1.3856814832895277e-07
8,O,2.4744943855619125e-07
9,F,7.939414353710157e-08
10,Ne,7.513320060380567e-07
11,Na,6.833826141737256e-06
12,Mg,1.4989055920563488e-05
13,Al,1.3003775402758665e-06
14,Si,3.834718096444261e-05
15,P,1.2045090143949889e-05
16,S,3.231263684661906e-06
17,Cl,1.9799683314279093e-07
18,Ar,2.5556214773141446e-06
19,K,5.431619397088252e-07
20,Ca,4.836732970753434e-05
21,Sc,6.758063619280983e-07
22,Ti,4.152143539298526e-05
23,V,1.674223523630681e-05
24,Cr,0.0003129399435132
25,Mn,5.201078385249643e-05
26,Fe,0.0011485574960629
27,Co,1.3943661751602842e-06
28,Ni,0.0039290510934347
29,Cu,0.0007793013994019
30,Zn,0.0022312310693196
31,Ga,0.0008553258385537
32,Ge,0.0050123361033333
33,As,0.001515738795686
34,Se,0.014301853454128
35,Br,0.0016383829319439
36,Kr,0.0264901517289479
37,Rb,0.0084919459558614
38,Sr,0.032479012188741
39,Y,0.0079550510437391
40,Zr,0.0722188306404872
41,Nb,0.0004989255900709
42,Mo,0.0528011719018541
43,Tc,0.0031573633346129
44,Ru,0.1102505571382435
45,Rh,0.0115668996458091
46,Pd,0.0532426882548026
47,Ag,0.0150442614250987
48,Cd,0.0394437079801991
49,In,0.0018269160594646
50,Sn,0.2180468784868705
51,Sb,0.0424900054666119
52,Te,0.0987239992398286
53,I,0.0435120515257161
54,Xe,0.0305769366095357
55,Cs,0.0070230891998007
56,Ba,0.0058729680993068
57,La,0.0021391129434785
58,Ce,0.0096368406228209
59,Pr,0.0008755730261359
60,Nd,0.0102867953379027
61,Pm,0.0024189602053339
62,Sm,0.0063951065871907
63,Eu,0.0045890221438705
64,Gd,0.0050133501787177
65,Tb,0.0018062329306556
66,Dy,0.003628984452881
67,Ho,0.00079488312649
68,Er,0.0014208111196182
69,Tm,0.0003438821458436
70,Yb,0.0005125193753623
71,Lu,0.0002371224721485
72,Hf,0.0006315121926541
73,Ta,7.6890021926771e-05
74,W,0.0005396527234915
75,Re,0.0002590463690066
76,Os,0.0032482298422863
77,Ir,0.0003185315226182
78,Pt,0.0063970783900678
79,Au,0.0019431819017828
80,Hg,0.0013984257729311
81,Tl,9.323441841891452e-06
82,Pb,0.0006619583197835
83,Bi,0.0001514855188747
84,Po,2.212722156396036e-08
85,At,6.248536042015093e-12
86,Rn,4.166470814829596e-05
87,Fr,1.445902392774258e-07
88,Ra,0.0004283173326619
89,Ac,6.030305510936865e-12
90,Th,0.0003576047045984
91,Pa,1.4175657356067345e-06
92,U,0.001099770441071
