# t = 8.6400e+04 ; rmin = 8.6400e+12
#  r            rho             v               T_gas           T_rad           n_elec          L_dep_nuc       L_emit_nuc     
1.57248000e+13  9.97934600e-19  1.82000000e+08  3.00000000e+03  2.81741582e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.58976000e+13  9.97934600e-19  1.84000000e+08  3.00000000e+03  2.79632999e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.60704000e+13  9.97934600e-19  1.86000000e+08  3.00000000e+03  2.77574252e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.62432000e+13  9.97934600e-19  1.88000000e+08  3.00000000e+03  2.75561642e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.64160000e+13  9.97934600e-19  1.90000000e+08  3.00000000e+03  2.73595956e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.65888000e+13  9.97934600e-19  1.92000000e+08  3.00000000e+03  2.71670230e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.67616000e+13  9.97934600e-19  1.94000000e+08  3.00000000e+03  2.69790991e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.69344000e+13  9.97934600e-19  1.96000000e+08  3.00000000e+03  2.67953703e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.71072000e+13  9.97934600e-19  1.98000000e+08  3.00000000e+03  2.66149994e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.72800000e+13  9.97934600e-19  2.00000000e+08  3.00000000e+03  2.64385935e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.74528000e+13  9.97934600e-19  2.02000000e+08  3.00000000e+03  2.62658541e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.76256000e+13  9.97934600e-19  2.04000000e+08  3.00000000e+03  2.60969311e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.77984000e+13  9.97934600e-19  2.06000000e+08  3.00000000e+03  2.59310075e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.79712000e+13  9.97934600e-19  2.08000000e+08  3.00000000e+03  2.57684661e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.81440000e+13  9.97934600e-19  2.10000000e+08  3.00000000e+03  2.56089224e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.83168000e+13  9.97934600e-19  2.12000000e+08  3.00000000e+03  2.54523648e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.84896000e+13  9.97934600e-19  2.14000000e+08  3.00000000e+03  2.52991885e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.86624000e+13  9.97934600e-19  2.16000000e+08  3.00000000e+03  2.51485425e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.88352000e+13  9.97934600e-19  2.18000000e+08  3.00000000e+03  2.50004414e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.90080000e+13  9.97934600e-19  2.20000000e+08  3.00000000e+03  2.48549280e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.91808000e+13  9.97934600e-19  2.22000000e+08  3.00000000e+03  2.47118273e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.93536000e+13  9.97934600e-19  2.24000000e+08  3.00000000e+03  2.45720938e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.95264000e+13  9.97934600e-19  2.26000000e+08  3.00000000e+03  2.44344971e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.96992000e+13  9.97934600e-19  2.28000000e+08  3.00000000e+03  2.42987211e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
1.98720000e+13  9.97934600e-19  2.30000000e+08  3.00000000e+03  2.41647332e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.00448000e+13  9.97934600e-19  2.32000000e+08  3.00000000e+03  2.40332154e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.02176000e+13  9.97934600e-19  2.34000000e+08  3.00000000e+03  2.39036096e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.03904000e+13  9.97934600e-19  2.36000000e+08  3.00000000e+03  2.37763300e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.05632000e+13  9.97934600e-19  2.38000000e+08  3.00000000e+03  2.36513229e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.07360000e+13  9.97934600e-19  2.40000000e+08  3.00000000e+03  2.35281418e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.09088000e+13  9.97934600e-19  2.42000000e+08  3.00000000e+03  2.34063767e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.10816000e+13  9.97934600e-19  2.44000000e+08  3.00000000e+03  2.32866671e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.12544000e+13  9.97934600e-19  2.46000000e+08  3.00000000e+03  2.31685741e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.14272000e+13  9.97934600e-19  2.48000000e+08  3.00000000e+03  2.30518473e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.16000000e+13  9.97934600e-19  2.50000000e+08  3.00000000e+03  2.29370559e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.17728000e+13  9.97934600e-19  2.52000000e+08  3.00000000e+03  2.28237654e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.19456000e+13  9.97934600e-19  2.54000000e+08  3.00000000e+03  2.27119277e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.21184000e+13  9.97934600e-19  2.56000000e+08  3.00000000e+03  2.26017372e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.22912000e+13  9.97934600e-19  2.58000000e+08  3.00000000e+03  2.24931933e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.24640000e+13  9.97934600e-19  2.60000000e+08  3.00000000e+03  2.23856361e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.26368000e+13  9.97934600e-19  2.62000000e+08  3.00000000e+03  2.22794605e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.28096000e+13  9.97934600e-19  2.64000000e+08  3.00000000e+03  2.21745955e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.29824000e+13  9.97934600e-19  2.66000000e+08  3.00000000e+03  2.20713216e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.31552000e+13  9.97934600e-19  2.68000000e+08  3.00000000e+03  2.19692891e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.33280000e+13  9.97934600e-19  2.70000000e+08  3.00000000e+03  2.18682930e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.35008000e+13  9.97934600e-19  2.72000000e+08  3.00000000e+03  2.17686997e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.36736000e+13  9.97934600e-19  2.74000000e+08  3.00000000e+03  2.16702043e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.38464000e+13  9.97934600e-19  2.76000000e+08  3.00000000e+03  2.15731574e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.40192000e+13  9.97934600e-19  2.78000000e+08  3.00000000e+03  2.14769480e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.41920000e+13  9.97934600e-19  2.80000000e+08  3.00000000e+03  2.13819074e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.43648000e+13  9.97934600e-19  2.82000000e+08  3.00000000e+03  2.12880113e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.45376000e+13  9.97934600e-19  2.84000000e+08  3.00000000e+03  2.11952281e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.47104000e+13  9.97934600e-19  2.86000000e+08  3.00000000e+03  2.11034877e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.48832000e+13  9.97934600e-19  2.88000000e+08  3.00000000e+03  2.10128234e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.50560000e+13  9.97934600e-19  2.90000000e+08  3.00000000e+03  2.09231433e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.52288000e+13  9.97934600e-19  2.92000000e+08  3.00000000e+03  2.08344104e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.54016000e+13  9.97934600e-19  2.94000000e+08  3.00000000e+03  2.07465933e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.55744000e+13  9.97934600e-19  2.96000000e+08  3.00000000e+03  2.06598683e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.57472000e+13  9.97934600e-19  2.98000000e+08  3.00000000e+03  2.05737983e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
2.59200000e+13  9.97934600e-19  3.00000000e+08  3.00000000e+03  2.04889441e+03  4.27696559e-07  0.00000000e+00  0.00000000e+00
